title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-13;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-13;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2021-01-13;;;;;;;;;;;;;;;;;;
COVID-CheXNet: hybrid deep learning framework for identifying COVID-19 virus in chest X-rays images,Springer Science and Business Media Deutschland GmbH,2020,Chest radiography imaging; Chest X-ray images; Coronavirus COVID-19 epidemic; Deep learning; ResNet34 model; Transfer learning,2021-01-26;;;;;;;;;;;;;
COVID-DETECT: A DEEP LEARNING APPROACH for CLASSIFICATION of COVID-19 PNEUMONIA from LUNG SEGMENTED CHEST X-RAYS,World Scientific,2020,Chest X-ray images; Coronavirus (COVID-19); Deep learning; Lung segmentation; Mass screening,2021-01-25;;;;;;;;;;;;;;
B5G and Explainable Deep Learning Assisted Healthcare Vertical at the Edge: COVID-19 Perspective,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-08-04;;;;;;;;;;;;;;;;;;
B5G and explainable deep learning assisted healthcare vertical at the edge: COVID-I9 perspective,Institute of Electrical and Electronics Engineers Inc.,2020,,2020-08-04;;;;;;;;;;;;;;;;;;
"Detection of coronavirus disease (COVID-19) based on deep features and support vector machine,""International Journal of Mathematical, Engineering and Management Sciences"",2020,Coronavirus"; COVID-19; Deep features; Diagnosis; SVM,2020-11-12;;;;;;;;;;;;;;
CT and clinical assessment in asymptomatic and pre-symptomatic patients with early SARS-CoV-2 in outbreak settings,Springer Science and Business Media Deutschland GmbH,2020,Asymptomatic infections; Pneumonia; SARS-CoV; Virus shedding,2021-01-06;;;;;;;;;;;;;;;
Classification of Covid-19 coronavirus, pneumonia and healthy lungs in CT scans using Q-deformed entropy and deep learning features,MDPI AG,2020,CT scans of lungs; Deep learning; Features extraction; Fractional calculus; LSTM network; Q-deformed entropy,2021-02-06;;;;;;;;;;;;;
COVID-19 detection using deep learning models to exploit Social Mimic Optimization and structured chest X-ray images using fuzzy color and stacking approaches,Elsevier Ltd,2020,2019-nCoV; COVID-19; Deep learning; Fuzzy color technique; Social mimic; Stacking technique,2020-07-29;;;;;;;;;;;;;
Deep learning-based multi-view fusion model for screening 2019 novel coronavirus pneumonia: A multicentre study,Elsevier Ireland Ltd.,2020,Computed tomography; Coronavirus disease 2019; Deep learning; Multi-view model,2020-09-03;;;;;;;;;;;;;;;
Deploying machine and deep learning models for efficient data-augmented detection of COVID-19 infections,MDPI AG,2020,CNN; Corona virus; COVID-19; Deep learning; Image processing; LSTM networks; Machine learning,2021-03-01;;;;;;;;;;;;
Extracting Possibly Representative COVID-19 Biomarkers from X-ray Images with Deep Learning Approach and Image Data Related to Pulmonary Diseases,Springer,2020,Biomarkers; COVID-19; Deep learning; Pulmonary disease detection; Training from scratch; X-ray imaging,2020-06-16;;;;;;;;;;;;;
Optimal policy learning for COVID-19 prevention using reinforcement learning,SAGE Publications Ltd,2020,COVID-19 prevention; policy learning; Reinforcement learning,2021-02-26;;;;;;;;;;;;;;;;
A new deep learning pipeline to detect Covid-19 on chest X-ray images using local binary pattern, dual tree complex wavelet transform and convolutional neural networks,Springer,2020,Chest X-ray classification; Convolutional neural networks (CNN); Corona 2019; Covid-19; Deep learning; Dual tree complex wavelet transform (DT-CWT); Local binary pattern (LBP),2021-03-06;;;;;;;;;;;;
Application of a Novel and Improved VGG-19 Network in the Detection of Workers Wearing Masks,Institute of Physics Publishing,2020,,2020-08-15;;;;;;;;;;;;;;;;;;
Predictive model for network intrusion detection system using deep learning,International Information and Engineering Technology Association,2020,Deep neural networks; IDS; NIDS; NSL-KDD; Support vector machine,2020-10-08;;;;;;;;;;;;;;
Time series forecasting of COVID-19 transmission in Canada using LSTM networks,Elsevier Ltd,2020,Corona virus; COVID-19; Epidemic transmission; Long short term memory (LSTM) networks; Machine learning; Time series forecasting,2020-12-18;;;;;;;;;;;;;
COVID-19 pneumonia diagnosis using a simple 2d deep learning framework with a single chest CT image: Model development and validation,JMIR Publications Inc.,2020,Artificial intelligence; Chest CT; Convolutional neural networks; COVID-19; CT; Deep learning; Diagnosis; Neural network; Pneumonia; Pneumonia; Scan; Transfer learning,2021-01-26;;;;;;;
AI-enabled Microscopic Blood Analysis for Microfluidic COVID-19 Hematology,Institute of Electrical and Electronics Engineers Inc.,2020,blood analysis haematology; COVID-19; deep learning at edge; microfluidic device; microscopic imaging,2021-02-07;;;;;;;;;;;;;;
Development of a clinical decision support system for the early detection of COVID-19 using deep learning based on chest radiographic images,Institute of Electrical and Electronics Engineers Inc.,,clinical decision support system; COVID-19; deep Learning; VGG Model,2020-12-12;;;;;;;;;;;;;;;
Artificial Intelligence Prediction x41gorithms for Future Evolution of COVID-19 Cases,International Information and Engineering Technology Association,2020,Artificial intelligence; Belieffunctions; Covid-19; Deep learning; Dempster-shafer theory; Home isolation; Machine learning; Pandemic,2020-08-12;;;;;;;;;;;
Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks,Springer,2020,Automatic detections; Covid-19; Deep learning; Transfer learning; X-ray,2020-06-24;;;;;;;;;;;;;;
A human support robot for the cleaning and maintenance of door handles using a deep-learning framework,MDPI AG,2020,Cleaning; Deep learning; Door handle cleaning; HSR; Human service robot; Object detection,2020-07-29;;;;;;;;;;;;;
"MMArt-ACM'20: International Joint Workshop on Multimedia Artworks Analysis and Attractiveness Computing in Multimedia 2020,""Association for Computing Machinery, Inc"",2020,Attractiveness computing"; Multimedia artworks analysis,2020-09-08;;;;;;;;;;;;;;;;;
A deep learning based hybrid approach for covid-19 disease detections,International Information and Engineering Technology Association,2020,Covid-19; Deep learning; Hybrid model; Image processing; Resnet50,2020-09-17;;;;;;;;;;;;;;
Covid-19 public opinion and emotion monitoring system based on time series thermal new word mining,Tech Science Press,2020,Chinese sentiment analysis; COVID-19; Data mining; Data visualization; Public opinion monitoring,2021-02-21;;;;;;;;;;;;;;
Deep learning based combating strategy for COVID-19 induced increased video consumption,Seventh Sense Research Group,2020,Bandwidth; Compression; COVID-19; Deep learning; Video,2020-09-30;;;;;;;;;;;;;;
Pneumonia Detection: An Efficient Approach Using Deep Learning,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Network; Deep Learning; EfficientNet-B4; Pneumonia; ResNet; U-Net,2020-12-28;;;;;;;;;;;;;
Deep transfer learning artificial intelligence accurately stages COVID-19 lung disease severity on portable chest radiographs,Public Library of Science,2020,,2021-01-21;;;;;;;;;;;;;;;;;;
A fully automatic deep learning system for COVID-19 diagnostic and prognostic analysis,European Respiratory Society,2020,,2021-02-04;;;;;;;;;;;;;;;;;;
Deep learning COVID-19 detection bias: accuracy through artificial intelligence,Springer,2020,Artificial intelligence; COVID-19; Deep learning; Detection bias,2020-12-19;;;;;;;;;;;;;;;
Development and Validation of a Deep Learning-Based Model Using Computed Tomography Imaging for Predicting Disease Severity of Coronavirus Disease 2019,Frontiers Media S.A.,2020,computed tomography; COVID-19; deep learning; disease severity; multiple instance learning,2021-01-03;;;;;;;;;;;;;;
Nuclei Segmentation and Detection using Deep Convolutional Neural Networks,Institute of Electrical and Electronics Engineers Inc.,2020,Computer Vision; Convolutional Neural Network; Deep Learning; Nuclei Classification; Nuclei Detection; Nuclei Segmentation; U-Net,2020-12-11;;;;;;;;;;;;
Real time multi-scale facial mask detection and classification using deep transfer learning techniques,World Academy of Research in Science and Engineering,2020,Face Mask Crowd Surveillance; Face Mask Detection; NASNetMobile; Object Detection; Resnet_SSD300 Face detection; YoloV3,2020-12-12;;;;;;;;;;;;;
Big data, natural language processing, and deep learning to detect and characterize illicit COVID-19 product sales: Infoveillance study on Twitter and Instagram,JMIR Publications Inc.,2020,Coronavirus; COVID-19; Cybercrime; Fraud; Infectious disease; Infodemic; Infodemiology; Infoveillance; Social media; Surveillance,2020-12-25;;;;;;;;;
COVID-19 Diagnosis from Chest Radiography Images using Deep Residual Network,Institute of Electrical and Electronics Engineers Inc.,20,Chest X-rays; Class Imbalance; COVID-19; Heat Maps; Residual Networks; Weighted Cross-Entropy Loss,2020-12-02;;;;;;;;;;;;;
Deep Learning based Diagnosis Recommendation for COVID-19 using Chest X-Rays Images,Institute of Electrical and Electronics Engineers Inc.,2020,CNN; Convolutional Neural Network; COVID-19; Deep Learning; Diagnosis Recommender; ImageNet,2021-02-19;;;;;;;;;;;;;
Use of health belief modelâ€“based deep learning classifiers for COVID-19 social media content to examine public perceptions of physical distancing: Model development and case study,JMIR Publications Inc.,2020,COVID-19; Deep learning; Health belief model; Physical distancing; Recurrent neural network; Social media; Text classification,2020-12-24;;;;;;;;;;;;
Coronamask: A face mask detector for real-time data,World Academy of Research in Science and Engineering,2020,Convolutional Neural Network (CNN); Deep Learning; Face Detection; Face Mask Detection; Real-time video streaming,2020-11-12;;;;;;;;;;;;;;
COVIDiagnosis-Net: Deep Bayes-SqueezeNet based diagnosis of the coronavirus disease 2019 (COVID-19) from X-ray images,Churchill Livingstone,2020,Bayesian Optimization; Coronavirus Disease 2019; Deep Learning; Rapid Diagnosis of COVID-19; SARS-CoV-2,2021-02-18;;;;;;;;;;;;;;
A Lightweight Deep Learning Model for COVID-19 Detection,Institute of Electrical and Electronics Engineers Inc.,2020,Compact Deep Learning; COVID-19 Detection; Lightweight Deep Learning Network,2021-02-02;;;;;;;;;;;;;;;;
Tiotropium is predicted to be a promising drug for COVID-19 through transcriptome-based comprehensive molecular pathway analysis,MDPI AG,2020,COPD; COVID-19; Molecular pathways; RNA-seq; SARS-CoV-2; Tiotropium,2020-09-16;;;;;;;;;;;;;
CovXNet: A multi-dilation convolutional neural network for automatic COVID-19 and other pneumonia detection from chest X-ray images with transferable multi-receptive feature optimization,Elsevier Ltd,2020,COVID-19 diagnosis; Imaging informatics; Neural network; Pneumonia diagnosis; Transfer learning; X-ray,2020-12-21;;;;;;;;;;;;;
The role of chest computed tomography in the management of COVID-19: A review of results and recommendations,SAGE Publications Inc.,2020,chest computed tomography; COVID-19; COVID-19 progression; COVID-19 severity,2021-03-04;;;;;;;;;;;;;;;
SARS n-CoV2-19 detection from chest x-ray images using deep neural networks,Emerald Group Holdings Ltd.,2020,Deep learning; Novel coronavirus; SARS n-CoV2; Transfer learning; X-ray,2020-10-08;;;;;;;;;;;;;;
A Weakly-Supervised Framework for COVID-19 Classification and Lesion Localization from Chest CT,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; CT; DeCoVNet; deep learning; SARS-CoV-2; weak label,2020-12-08;;;;;;;;;;;;;
Dynamics and development of the COVID-19 epidemic in the United States: A compartmental model enhanced with deep learning techniques,JMIR Publications Inc.,2020,Compartmental models; COVID-19; Deep learning; Epidemiology; Estimation; Model; Modeling; Simulate; Transmission; Virus,2020-12-13;;;;;;;;;
Real-Time Facemask Recognition with Alarm System using Deep Learning,Institute of Electrical and Electronics Engineers Inc.,2020,Alarm System; Deep Learning; Raspberry pi; Real-Time Facemask Recognition,2020-12-04;;;;;;;;;;;;;;;
Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy,Radiological Society of North America Inc.,2020,,2020-12-16;;;;;;;;;;;;;;;;;;
Deep learning applications in pulmonary medical imaging: recent updates and insights on COVID-19,Springer,2020,Convolutional Neural Networks; Coronavirus Deep Learning; Medical Image Analysis; Pulmonary Imaging,2021-02-02;;;;;;;;;;;;;;;
Deep Learning for Classification and Localization of COVID-19 Markers in Point-of-Care Lung Ultrasound,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; deep learning; lung ultrasound,2020-12-13;;;;;;;;;;;;;;;;
An artificial intelligence approach to COVID-19 infection risk assessment in virtual visits: A case report,Oxford University Press,2020,AI; Artificial intelligence; COVID-19; Risk assessment; Text analytics,2021-02-19;;;;;;;;;;;;;;
Rapid Identification of Potential Inhibitors of SARS-CoV-2 Main Protease by Deep Docking of 1.3 Billion Compounds,Wiley-VCH Verlag,2020,COVID-19; deep learning; protease inhibitors; SARS-CoV-2; virtual screening,2020-12-19;;;;;;;;;;;;;;
Phishing attacks detection using deep learning approach,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial intelligence; Convolutional neural network; Deep learning; Machine learning; Phishing attack; Phishing attack detection,2020-11-06;;;;;;;;;;;;;
Emerging Technologies and Sensors That Can Be Used during the COVID-19 Pandemic,Institute of Electrical and Electronics Engineers Inc.,2020,coronavirus; COVID-19; CT; Deep Learning; IoT; LAMP; Point-of-care; RT-PCR; telemedicine; wearable sensors; X-Ray,2020-11-01;;;;;;;;
COVID-XNet: A custom deep learning system to diagnose and locate COVID-19 in chest x-ray images,MDPI AG,2020,Computer-aided diagnosis; Convolutional neural networks; COVID-19; Deep learning; Medical image analysis; X-ray,2021-02-06;;;;;;;;;;;;;
Differential Privacy Practice on Diagnosis of COVID-19 Radiology Imaging Using EfficientNet,Institute of Electrical and Electronics Engineers Inc.,2020,COVID-19; deep learning; differential privacy; EfficientNet; PATE; radiology imaging; X-Ray,2021-01-02;;;;;;;;;;;;
A Noise-Robust Framework for Automatic Segmentation of COVID-19 Pneumonia Lesions from CT Images,Institute of Electrical and Electronics Engineers Inc.,2020,convolutional neural network; COVID-19; noisy label; pneumonia; segmentation,2021-01-02;;;;;;;;;;;;;;
Artificial Intelligence Cyber Security Strategy,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence (AI); Cyber Security; Data Governance; Deep Learning; General Data Protection Regulation (GDPR); Personal Identifiable Information (PII); Privacy; Strategy; Trade-off,2020-12-19;;;;;;;;;;
A Rapid, Accurate and Machine-Agnostic Segmentation and Quantification Method for CT-Based COVID-19 Diagnosis,Institute of Electrical and Electronics Engineers Inc.,2020,computerized tomography; COVID-19; deep learning; segmentation,2021-03-01;;;;;;;;;;;;;;;
The Performance of Deep Neural Networks in Differentiating Chest X-Rays of COVID-19 Patients From Other Bacterial and Viral Pneumonias,Frontiers Media S.A.,2020,artificial intelligence; chest X-ray radiography; convolutional neural networks; corona virus; image classification; neural network; transfer learning,2021-02-06;;;;;;;;;;;;
Lung Mechanics of Mechanically Ventilated Patients With COVID-19: Analytics With High-Granularity Ventilator Waveform Data,Frontiers Media S.A.,2020,asynchonized; asynchrony; COVID-19; lung mechanics; mechanical ventilation; prone positioning,2021-01-29;;;;;;;;;;;;;
Deep Learning Model to Identify COVID-19 Cases from Chest Radiographs,Institute of Electrical and Electronics Engineers Inc.,2020,Convolutional Neural Networks; COVID-19; Deep Learning; Medical diagnosis,2020-11-10;;;;;;;;;;;;;;;
Deep Learning-Based Crowd Scene Analysis Survey,MDPI AG,2020,Crowd action recognition; Crowd counting; Crowd scene; Deep learning,2020-12-19;;;;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2021-01-01;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2021-01-01;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 2,IOP Publishing Ltd,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
4th International Workshop on Software Foundations for Data Interoperability, SFDI 2020 and 2nd International Workshop on Large Scale Graph Data Analytics, LSGDA 2020, held in Conjunction with VLDB 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
9th International Conference on Health Information Science, HIS 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Understanding automatic COVID-19 classification using chest X-ray images,CEUR-WS,2020,Chest X-ray images; Convolutional Neural Networks; GradCAM,2021-01-01;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
16th International Conference on Security and Privacy in Communication Networks, SecureComm 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
22nd International Conference on Asia-Pacific Digital Libraries, ICADL 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
9th International Congress on Telematics and Computing, WITCOM 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
12th International Conference on Social Informatics, SocInfo 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
33rd Australasian Joint Conference on Artificial Intelligence, AI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
CODS-COMAD 2021 - Proceedings of the 3rd ACM India Joint International Conference on Data Science and Management of Data, 8th ACM IKDD CODS and 26th COMAD,Association for Computing Machinery,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Novel coronavirus forecasting model using nonlinear autoregressive artificial neural network,Science and Engineering Research Support Society,2020,Artificial intelligence; Coronavirus outbreak; Neural network forecasting; Non-linear autoregressive network; Time series prediction,2021-01-01;;;;;;;;;;;;;;
Proceedings of the World Conference on Smart Trends in Systems, Security and Sustainability, WS4 2020,Institute of Electrical and Electronics Engineers Inc.,,2021-01-01;;;;;;;;;;;;;;;;;;
INISTA 2020 - 2020 International Conference on INnovations in Intelligent SysTems and Applications, Proceedings,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Proceedings of the 24th International Database Engineering and Applications Symposium, IDEAS 2020,Association for Computing Machinery,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Proceedings - 2nd Al-Noor International Conference for Science and Technology, NICST 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Human activity recognition using SVM and deep learning,Ubiquity Press,2020,COVID-19; Deep learning; Gabor filter; Human activity recognition; Support vector machine,2021-01-01;;;;;;;;;;;;;;
Proceedings - 2020 IEEE 6th International Conference on Multimedia Big Data, BigMM 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Pandemic analyzer for efficient prediction of COVID-19 in India using machine learning algorithms,Ubiquity Press,2020,ARIMA model; Coronavirus; Deep learning; FB prophet model machine learning; Forecasting; Prediction; Web scraping,2021-01-01;;;;;;;;;;;;
Eyebrow Deserves Attention: Upper Periocular Biometrics,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Application of soft computing techniques in the analysis of COVID - 19: A review,Ubiquity Press,2020,Artificial intelligence; Cauchy distribution; COVID-19; Health policies; Internet of things; Machine learning; Soft computing techniques,2021-01-01;;;;;;;;;;;;
Proceedings of the 11th SETN Conference on Artificial Intelligence, SETN 2020,Association for Computing Machinery,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
12th AEIT International Annual Conference, AEIT 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020,""Association for Computing Machinery, Inc"",2020,,2021-01-01";;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computer, Information and Telecommunication Systems, CITS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
2020 International Conference on Computational Intelligence, ICCI 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Proceedings of the 2020 International Conference on Computing, Communication and Security, ICCCS 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
2020 4th International Conference on Multimedia Computing, Networking and Applications, MCNA 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
2020 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology, CIBCB 2020,Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
"Artificial intelligence and big data as solutions to COVID-19 [IntelÂ·ligÃ¨ncia artificial i big data per fer front a la COVID-19] [Inteligencia artificial y big data como soluciones frente a la COVID-19],""Universitat de Barcelona, Observatorio de Bioetica y Derecho"",2020,Advanced analytics"; COVID-19; Data representation; Data science; Deep learning; Learning algorithms; Machine learning; Pandemic,2021-01-01;;;;;;;;;;;
2020 Medical Technologies Congress, TIPTEKNO 2020 [TIPTEKNO 2020 - Tip Teknolojileri Kongresi],Institute of Electrical and Electronics Engineers Inc.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 3,IOP Publishing Ltd.,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 4,IOP Publishing Ltd,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
International Conference on Recent Advancements in Engineering and Management, ICRAEM 2020 - Number 1,IOP Publishing Ltd,2020,,2021-01-01;;;;;;;;;;;;;;;;;;
Laguerre gauss kernel for covid-19 medical decision making from chest tomography,CESER Publications,2021,COVID-19; Deep learning; Information extraction; Kernels for preprocessing; Medical decision making,2021-01-01;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,21,,2021-01-01;;;;;;;;;;;;;;;;;;
International Conference on Tourism, Technology and Systems, ICOTTS 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-01;;;;;;;;;;;;;;;;;;
6th International Conference on Advanced Intelligent Systems and Informatics, AISI 2020,Springer Science and Business Media Deutschland GmbH,2021,,2021-01-01;;;;;;;;;;;;;;;;;;
23rd International Conference on Network-Based Information Systems, NBiS 2020,Springer,2021,,2021-01-01;;;;;;;;;;;;;;;;;;
Deep Learning Based Chest X-Ray Image as a Diagnostic Tool for COVID-19,Institute of Electrical and Electronics Engineers Inc.,2020,chest X Ray image; convolution neural network; Covid-19; datasets; deep learning; Radiology images,2020-12-15;;;;;;;;;;;;;
Role of intelligent computing in COVID-19 prognosis: A state-of-the-art review,Elsevier Ltd,2020,COVID-19; Deep learning; Machine learning; SARS-CoV-2; Statistical methods,2020-12-23;;;;;;;;;;;;;;
Fast COVID-19 and pneumonia classification using chest X-ray images,MDPI AG,2020,Classification; Convolutional; COVID-19; Deep learning; Network; Pneumonia,2021-01-02;;;;;;;;;;;;;
Detection of covid-19 in computed tomography (Ct) scan images using deep learning,World Academy of Research in Science and Engineering,2020,Convolution Neural Network (CNN); COVID-19; CT Scan Images; Deep learning,2020-10-21;;;;;;;;;;;;;;;
The impact of Artificial Intelligence, Blockchain, Big Data and evolving technologies in Coronavirus Disease-2019 (COVID-19) curtailment,Institute of Electrical and Electronics Engineers Inc.,2020,Artificial Intelligence; Big Data; Blockchain; coronavirus; COVID-19; Deep Learning; Diseases; Guidelines; Machine Learning; Precautions; Robotics; Social Distancing; Society; Technology,2020-12-21;;;;;
Research on coronavirus disease 2019 (COVID-19) detection method based on depthwise separable DenseNet in chest X-ray images,NLM (Medline),2020,convolutional neural network; coronavirus disease 2019; depthwise separable DenseNet; medical image classification,2021-01-21;;;;;;;;;;;;;;;
Application of deep learning for fast detection of COVID-19 in X-Rays using nCOVnet,Elsevier Ltd,2020,Convolutional neural network (CNN); COVID-19; Deep learning; Detection; nCOVnet; X-Rays,2021-02-07;;;;;;;;;;;;;
Deep convolutional neural networks approach for classification of lung diseases using x-rays: Covid-19, pneumonia, and tuberculosis,Totem Publishers Ltd,2020,Deep CNN; Feature extraction; Healthcare; Multiclass classification,2020-10-23;;;;;;;;;;;;;;;
Simulation Environment for Optimal Resource Planning during COVID-19 Crisis,Institute of Electrical and Electronics Engineers Inc.,2020,Coronavirus; COVID-19; Deep Learning; Linear optimization; Simulation,2020-12-02;;;;;;;;;;;;;;
Real-world implications of a rapidly responsive COVID-19 spread model with time-dependent parameters via deep learning: Model development and validation,JMIR Publications Inc.,2020,COVID-19; Deep learning; Epidemic models; Modeling; Neural networks; Outbreak; SIR models; Spread; Time-dependent parameters,2020-12-22;;;;;;;;;;
Intelligent Diagnosis System Based on COVID-19 CT Images [COVID-19 CTå½±åƒæ™ºèƒ½è¯Šæ–­ç³»ç»Ÿ],Wuhan University,2020,Coronavirus disease 2019(COVID-19); CT image; Diagnosis system; Neural network,2021-01-22;;;;;;;;;;;;;;;
A novel adaptive deep learning model of Covid-19 with focus on mortality reduction strategies,Elsevier Ltd,2020,Covid-19; Deep learning; Immunization; Incremental learning; Policy making,2020-08-01;;;;;;;;;;;;;;
Automatic Detection of COVID-19 from Chest X-ray Images with Convolutional Neural Networks,Institute of Electrical and Electronics Engineers Inc.,2020,CNN; Coronavirus; COVID-19; COVID-19 Detection; Deep Learning,2020-12-05;;;;;;;;;;;;;;
9th IAPR TC3 International Workshop on Artificial Neural Networks in Pattern Recognition, ANNPR 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-02-08;;;;;;;;;;;;;;;;;;
2nd International Workshop on Thoracic Image Analysis, TIA 2020 Held in Conjunction with Medical Image Computing and Computer-Assisted Intervention Conference, MICCAI 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-02-08;;;;;;;;;;;;;;;;;;
LSTM Network with reinforced learning in short and medium term warsaw stock market index forecast,EUROSIS,2020,AI-supported simulation; Automated planning; Forecasting; Stock market index; Time series analysis,2021-02-08;;;;;;;;;;;;;;
International Conference on Computer Vision and Graphics, ICCVG 2020,Springer Science and Business Media Deutschland GmbH,2020,,2021-02-08;;;;;;;;;;;;;;;;;;
XAI.it 2020 - Proceedings of the Italian Workshop on Explainable Artificial Intelligence, co-located with 19th International Conference of the Italian Association for Artificial Intelligence, AIxIA 2020,CEUR-WS,2020,,2021-02-08;;;;;;;;;;;;;;;;;;
YOLOv3-based mask and face recognition algorithm for individual protection applications,CEUR-WS,2020,Computer vision; Deep learning; Face recognition; Image processing; Mask recognition,2021-02-08;;;;;;;;;;;;;;
IVUS 2020 - Proceedings of the Information Society and University Studies 2020,CEUR-WS,2020,,2021-02-08;;;;;;;;;;;;;;;;;;
